align$name,queryName,align$alignment_name,query,subject
L27160_[M+H]+,./lxy-CID30.mzXML,L27160_[M+H]+#./lxy-CID30.mzXML#511,"58.2475090026855,0.00728204321355355 59.3201522827148,0.0146123332639353 70.4763336181641,0.000904787621089919 72.2246780395508,1 74.2720565795898,0.0184436715299061 75.33056640625,0.0274386562447245 89.0595703125,0.00433512581204554 90.0585632324219,0.0109785911733705 97.0270843505859,0.00926398406609921 100.174301147461,0.0731358983474733 101.191802978516,0.133444896072439 106.095230102539,0.0392540497577738 118.215682983398,0.0233204761579148 125.088928222656,0.00205765715896774","72.080826,1"
L14237_[M+H]+,./lxy-CID30.mzXML,L14237_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.082,0.5857235 118.09,1"
L14418_[M+H]+,./lxy-CID30.mzXML,L14418_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","53.042,0.0059814 55.057,0.6304527 57.06,0.0371575 59.051,0.0151081 72.082,1"
L16804_[M+H]+,./lxy-CID30.mzXML,L16804_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","50.3,0.00522965 55.1,0.04820373 57.2,0.0056844 58.2,0.0009095 59.3,0.0113688 72.2,1 73.3,0.00659391 83,0.08481128 86.2,0.00250114 90.2,0.00773079 100.9,0.07799 118,0.05138699"
L16828_[M+H]+,./lxy-CID30.mzXML,L16828_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","50.3,0.4043699 54.9,0.00230805 59.4,0.00292353 60.2,0.00076935 64.3,0.0030774 68.3,0.00646253 72,0.46899523 82,0.01615633 83.1,0.01907986 84.8,0.00123096 86.1,0.0050777 99.9,0.0127712 101.1,0.44960763 112.7,0.00046161 118.1,1 136.3,0.00046161"
L16832_[M+H]+,./lxy-CID30.mzXML,L16832_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","55.3,0.40606061 57.2,0.06136364 59.2,0.02575758 69.1,0.00151515 72.1,1 73.4,0.01515152 75.1,0.00227273 83.4,0.05833333 86.5,0.00454545 90.2,0.00681818 99.7,0.00606061 101.2,0.03484848"
L16836_[M+H]+,./lxy-CID30.mzXML,L16836_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","53.2,0.04048583 55.1,1 57.1,0.51417004 58,0.05263158 71,0.02834008 72.2,0.79352227 83,0.02834008 99.6,0.00809717 451.7,0.01619433"
L17802_[M+H]+,./lxy-CID30.mzXML,L17802_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","55.2,0.01715322 57.8,0.00027891 59.1,0.00464857 71.5,0.00920417 72,1 73.4,0.00079026 83,0.04378951 85.9,0.00055783 90.2,0.0006508 99.9,0.00176646 101.2,0.02542767 118.3,0.00985496"
L17807_[M+H]+,./lxy-CID30.mzXML,L17807_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","50.1,0.19263678 55.2,0.00051024 59.1,0.00051024 64,0.00105974 67.8,0.00149148 71.5,0.01401209 72.1,1 82.1,0.00380721 83.2,0.01354109 85,0.000157 86,0.00109899 89.7,0.000157 100,0.01255986 101,0.28605071 117.6,0.04572572 118.1,0.98025748 136.1,0.00062799"
L17892_[M+H]+,./lxy-CID30.mzXML,L17892_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","53.3,0.00178465 55.2,0.13533611 58.2,0.00535396 59,0.0148721 61.5,0.00059488 72.1,1 83.2,0.05562165 86.1,0.00178465 99.2,0.00089233 100.4,0.00208209 101.3,0.01189768 118,0.00208209"
L17895_[M+H]+,./lxy-CID30.mzXML,L17895_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","53,0.0661157 55.1,0.85123967 57.4,0.02479339 57.9,0.07024793 59.3,0.09504132 61.8,0.00826446 67.3,0.02066116 72,1 83.4,0.03305785 204.9,0.03305785"
L18418_[M+H]+,./lxy-CID30.mzXML,L18418_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","53.1,0.00873635 54.5,0.0024961 55.2,0.7326053 56,0.00686427 57.1,0.08861154 58.3,0.00156006 59.2,0.03057722 72.1,1 83,0.04149766 84.7,0.00124805 89.6,0.00093604 101,0.00873635 118,0.00187207"
L18426_[M+H]+,./lxy-CID30.mzXML,L18426_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","55.1,0.08168213 57,0.00125408 59.1,0.00802608 61.2,0.00041803 69.6,0.00025082 71.5,0.01337681 72,1 72.9,0.00091966 73.8,0.00041803 83.3,0.0496614 90.3,0.00217373 100.1,0.00209013 101,0.03561575 118,0.01780788 147.2,0.00117047 151.6,0.00083605"
L18481_[M+H]+,./lxy-CID30.mzXML,L18481_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","50.1,0.16504502 55.1,0.00232356 59.1,0.00094394 64.3,0.02940749 68.2,0.00108917 72,0.79371188 82.3,0.00283183 83.2,0.01474005 86,0.00116178 92.7,0.00021783 100.1,0.00704328 101,0.36080453 112.6,0.0006535 117.6,0.05177171 118.1,1 199.4,0.00043567"
L20098_[M+H]+,./lxy-CID30.mzXML,L20098_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.0813,1 118.0868,0.07221043"
L20308_[M+H]+,./lxy-CID30.mzXML,L20308_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","55.0552,0.02124638 72.0809,1 118.0868,0.07836715"
L25081_[M+H]+,./lxy-CID30.mzXML,L25081_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080833,1 118.06501,0.56760273"
L25082_[M+H]+,./lxy-CID30.mzXML,L25082_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080879,1 118.065048,0.52604167"
L25084_[M+H]+,./lxy-CID30.mzXML,L25084_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080879,1 118.064934,0.72816414 299.225189,0.50729109"
L25085_[M+H]+,./lxy-CID30.mzXML,L25085_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080902,1 118.064903,0.81066689"
L25086_[M+H]+,./lxy-CID30.mzXML,L25086_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080879,1"
L25087_[M+H]+,./lxy-CID30.mzXML,L25087_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080887,1 118.065018,0.52079646 118.086105,0.36831862 299.240143,0.35096897"
L25088_[M+H]+,./lxy-CID30.mzXML,L25088_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080887,1 118.065025,0.72415125 299.217255,0.75325953"
L25090_[M+H]+,./lxy-CID30.mzXML,L25090_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080811,1 118.064835,0.7922348"
L25091_[M+H]+,./lxy-CID30.mzXML,L25091_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080894,1 118.06498,0.73597036 299.235931,0.38007193"
L25093_[M+H]+,./lxy-CID30.mzXML,L25093_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.08091,1 118.064911,0.83380805"
L25384_[M+H]+,./lxy-CID30.mzXML,L25384_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080856,1 118.064911,0.5806458"
L25388_[M+H]+,./lxy-CID30.mzXML,L25388_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080894,1 118.064964,0.77827108 299.233063,0.39334491"
L25391_[M+H]+,./lxy-CID30.mzXML,L25391_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080833,1 118.064949,0.5959416"
L25395_[M+H]+,./lxy-CID30.mzXML,L25395_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080879,1"
L25490_[M+H]+,./lxy-CID30.mzXML,L25490_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080864,1 299.246857,0.18965887"
L25714_[M+H]+,./lxy-CID30.mzXML,L25714_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","55.034279,0.0010891 71.976875,1 72.752121,0.00051119 89.963058,0.00199644"
L25832_[M+H]+,./lxy-CID30.mzXML,L25832_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","71.974854,1"
L26605_[M+H]+,./lxy-CID30.mzXML,L26605_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.1,1 73.1,0.002 118.1,0.006"
L27160_[M+H]+,./lxy-CID30.mzXML,L27160_[M+H]+#./lxy-CID30.mzXML#1219,"58.5401229858398,0.000710907299807764 59.3178100585938,0.00289105045273135 72.1989974975586,1 73.3636093139648,0.00551512103516685 74.267936706543,0.00370119102130602 75.1641693115234,0.0019350613379761 76.6991119384766,0.00606080253737975 85.0917663574219,0.00269462160003595 90.2413330078125,0.00302291000673036 100.271026611328,0.0308833874887056 101.149398803711,0.0482638542600401 105.717559814453,0.00271351130006933 118.183563232422,0.014147619472763","72.080826,1"
L14237_[M+H]+,./lxy-CID30.mzXML,L14237_[M+H]+#./lxy-CID30.mzXML#1274,"58.354606628418,0.00223968335303955 70.4819946289062,0.00272575131222651 72.2233047485352,1 75.1252746582031,0.040353061655187 77.5035705566406,0.00348830218878838 90.1435852050781,0.00337685482537676 100.200485229492,0.0379101355636025 101.122756958008,0.0583044031927875 106.401473999023,0.0164262172623468 115.560256958008,0.00500816987043177 118.17805480957,0.0424175702058974","72.082,0.5857235 118.09,1"
L14418_[M+H]+,./lxy-CID30.mzXML,L14418_[M+H]+#./lxy-CID30.mzXML#1274,"58.354606628418,0.00223968335303955 70.4819946289062,0.00272575131222651 72.2233047485352,1 75.1252746582031,0.040353061655187 77.5035705566406,0.00348830218878838 90.1435852050781,0.00337685482537676 100.200485229492,0.0379101355636025 101.122756958008,0.0583044031927875 106.401473999023,0.0164262172623468 115.560256958008,0.00500816987043177 118.17805480957,0.0424175702058974","53.042,0.0059814 55.057,0.6304527 57.06,0.0371575 59.051,0.0151081 72.082,1"
L16804_[M+H]+,./lxy-CID30.mzXML,L16804_[M+H]+#./lxy-CID30.mzXML#1274,"58.354606628418,0.00223968335303955 70.4819946289062,0.00272575131222651 72.2233047485352,1 75.1252746582031,0.040353061655187 77.5035705566406,0.00348830218878838 90.1435852050781,0.00337685482537676 100.200485229492,0.0379101355636025 101.122756958008,0.0583044031927875 106.401473999023,0.0164262172623468 115.560256958008,0.00500816987043177 118.17805480957,0.0424175702058974","50.3,0.00522965 55.1,0.04820373 57.2,0.0056844 58.2,0.0009095 59.3,0.0113688 72.2,1 73.3,0.00659391 83,0.08481128 86.2,0.00250114 90.2,0.00773079 100.9,0.07799 118,0.05138699"
L16828_[M+H]+,./lxy-CID30.mzXML,L16828_[M+H]+#./lxy-CID30.mzXML#1274,"58.354606628418,0.00223968335303955 70.4819946289062,0.00272575131222651 72.2233047485352,1 75.1252746582031,0.040353061655187 77.5035705566406,0.00348830218878838 90.1435852050781,0.00337685482537676 100.200485229492,0.0379101355636025 101.122756958008,0.0583044031927875 106.401473999023,0.0164262172623468 115.560256958008,0.00500816987043177 118.17805480957,0.0424175702058974","50.3,0.4043699 54.9,0.00230805 59.4,0.00292353 60.2,0.00076935 64.3,0.0030774 68.3,0.00646253 72,0.46899523 82,0.01615633 83.1,0.01907986 84.8,0.00123096 86.1,0.0050777 99.9,0.0127712 101.1,0.44960763 112.7,0.00046161 118.1,1 136.3,0.00046161"
L16832_[M+H]+,./lxy-CID30.mzXML,L16832_[M+H]+#./lxy-CID30.mzXML#1274,"58.354606628418,0.00223968335303955 70.4819946289062,0.00272575131222651 72.2233047485352,1 75.1252746582031,0.040353061655187 77.5035705566406,0.00348830218878838 90.1435852050781,0.00337685482537676 100.200485229492,0.0379101355636025 101.122756958008,0.0583044031927875 106.401473999023,0.0164262172623468 115.560256958008,0.00500816987043177 118.17805480957,0.0424175702058974","55.3,0.40606061 57.2,0.06136364 59.2,0.02575758 69.1,0.00151515 72.1,1 73.4,0.01515152 75.1,0.00227273 83.4,0.05833333 86.5,0.00454545 90.2,0.00681818 99.7,0.00606061 101.2,0.03484848"
L16836_[M+H]+,./lxy-CID30.mzXML,L16836_[M+H]+#./lxy-CID30.mzXML#1274,"58.354606628418,0.00223968335303955 70.4819946289062,0.00272575131222651 72.2233047485352,1 75.1252746582031,0.040353061655187 77.5035705566406,0.00348830218878838 90.1435852050781,0.00337685482537676 100.200485229492,0.0379101355636025 101.122756958008,0.0583044031927875 106.401473999023,0.0164262172623468 115.560256958008,0.00500816987043177 118.17805480957,0.0424175702058974","53.2,0.04048583 55.1,1 57.1,0.51417004 58,0.05263158 71,0.02834008 72.2,0.79352227 83,0.02834008 99.6,0.00809717 451.7,0.01619433"
L17802_[M+H]+,./lxy-CID30.mzXML,L17802_[M+H]+#./lxy-CID30.mzXML#1274,"58.354606628418,0.00223968335303955 70.4819946289062,0.00272575131222651 72.2233047485352,1 75.1252746582031,0.040353061655187 77.5035705566406,0.00348830218878838 90.1435852050781,0.00337685482537676 100.200485229492,0.0379101355636025 101.122756958008,0.0583044031927875 106.401473999023,0.0164262172623468 115.560256958008,0.00500816987043177 118.17805480957,0.0424175702058974","55.2,0.01715322 57.8,0.00027891 59.1,0.00464857 71.5,0.00920417 72,1 73.4,0.00079026 83,0.04378951 85.9,0.00055783 90.2,0.0006508 99.9,0.00176646 101.2,0.02542767 118.3,0.00985496"
L17807_[M+H]+,./lxy-CID30.mzXML,L17807_[M+H]+#./lxy-CID30.mzXML#1274,"58.354606628418,0.00223968335303955 70.4819946289062,0.00272575131222651 72.2233047485352,1 75.1252746582031,0.040353061655187 77.5035705566406,0.00348830218878838 90.1435852050781,0.00337685482537676 100.200485229492,0.0379101355636025 101.122756958008,0.0583044031927875 106.401473999023,0.0164262172623468 115.560256958008,0.00500816987043177 118.17805480957,0.0424175702058974","50.1,0.19263678 55.2,0.00051024 59.1,0.00051024 64,0.00105974 67.8,0.00149148 71.5,0.01401209 72.1,1 82.1,0.00380721 83.2,0.01354109 85,0.000157 86,0.00109899 89.7,0.000157 100,0.01255986 101,0.28605071 117.6,0.04572572 118.1,0.98025748 136.1,0.00062799"
